user_id,movie_id,movie_title,rating_pred
140,328,Conspiracy Theory (1997),0.40170532
140,313,Titanic (1997),0.3881713
140,748,"Saint, The (1997)",0.3302743
140,323,Dante's Peak (1997),0.32132584
140,340,Boogie Nights (1997),0.28588644
140,333,"Game, The (1997)",0.2824745
140,690,Seven Years in Tibet (1997),0.28061828
140,326,G.I. Jane (1997),0.27470523
141,111,"Truth About Cats & Dogs, The (1996)",0.8925428
141,273,Heat (1995),0.85986817
141,475,Trainspotting (1996),0.7888079
141,685,Executive Decision (1996),0.78091234
141,845,That Thing You Do! (1996),0.7807875
141,9,Dead Man Walking (1995),0.76807183
141,508,"People vs. Larry Flynt, The (1996)",0.759282
141,628,Sleepers (1996),0.74572617
141,123,"Frighteners, The (1996)",0.7224274
141,763,Happy Gilmore (1996),0.70971006
142,286,"English Patient, The (1996)",0.37734163
142,50,Star Wars (1977),0.3642609
142,258,Contact (1997),0.3515168
142,100,Fargo (1996),0.3383735
142,300,Air Force One (1997),0.3327062
142,1,Toy Story (1995),0.27421582
142,127,"Godfather, The (1972)",0.25510305
142,269,"Full Monty, The (1997)",0.2374681
142,276,Leaving Las Vegas (1995),0.20557049
142,237,Jerry Maguire (1996),0.20367628
143,300,Air Force One (1997),0.57441294
143,269,"Full Monty, The (1997)",0.42649192
143,302,L.A. Confidential (1997),0.39921755
143,748,"Saint, The (1997)",0.3239925
143,301,In & Out (1997),0.31683806
143,289,Evita (1996),0.30180165
143,340,Boogie Nights (1997),0.26884094
143,245,"Devil's Own, The (1997)",0.26124892
143,327,Cop Land (1997),0.25017643
143,268,Chasing Amy (1997),0.25003222
144,121,Independence Day (ID4) (1996),0.8966641
144,111,"Truth About Cats & Dogs, The (1996)",0.80390066
144,546,Broken Arrow (1996),0.78743845
144,11,Seven (Se7en) (1995),0.70847356
144,222,Star Trek: First Contact (1996),0.68933666
144,151,Willy Wonka and the Chocolate Factory (1971),0.68905544
144,118,Twister (1996),0.68498737
144,79,"Fugitive, The (1993)",0.6781674
144,13,Mighty Aphrodite (1995),0.67217743
144,25,"Birdcage, The (1996)",0.66510874
145,147,"Long Kiss Goodnight, The (1996)",0.91926324
145,125,Phenomenon (1996),0.9070344
145,248,Grosse Pointe Blank (1997),0.87677383
145,151,Willy Wonka and the Chocolate Factory (1971),0.87531936
145,455,Jackie Chan's First Strike (1996),0.8704617
145,288,Scream (1996),0.8600881
145,24,Rumble in the Bronx (1995),0.84214455
145,845,That Thing You Do! (1996),0.8412288
145,619,Extreme Measures (1996),0.8272858
145,475,Trainspotting (1996),0.8198823
146,288,Scream (1996),0.6808571
146,690,Seven Years in Tibet (1997),0.4084948
146,333,"Game, The (1997)",0.39826265
146,289,Evita (1996),0.38193563
146,748,"Saint, The (1997)",0.38150278
146,326,G.I. Jane (1997),0.37970763
146,268,Chasing Amy (1997),0.3749886
146,323,Dante's Peak (1997),0.36789647
146,310,"Rainmaker, The (1997)",0.35209772
146,332,Kiss the Girls (1997),0.3166338
147,288,Scream (1996),0.47967345
147,300,Air Force One (1997),0.45127958
147,294,Liar Liar (1997),0.3395862
147,328,Conspiracy Theory (1997),0.30461437
147,268,Chasing Amy (1997),0.28921318
147,327,Cop Land (1997),0.2692695
147,272,Good Will Hunting (1997),0.2641317
147,289,Evita (1996),0.26265362
147,326,G.I. Jane (1997),0.25722086
147,333,"Game, The (1997)",0.2483802
148,210,Indiana Jones and the Last Crusade (1989),0.5833308
148,79,"Fugitive, The (1993)",0.46714365
148,183,Alien (1979),0.453791
148,423,E.T. the Extra-Terrestrial (1982),0.43910384
148,195,"Terminator, The (1984)",0.4316785
148,483,Casablanca (1942),0.39535126
148,318,Schindler's List (1993),0.37156305
148,202,Groundhog Day (1993),0.37073895
148,64,"Shawshank Redemption, The (1994)",0.3701205
148,435,Butch Cassidy and the Sundance Kid (1969),0.36763477
149,288,Scream (1996),0.76055074
149,307,"Devil's Advocate, The (1997)",0.61107075
149,690,Seven Years in Tibet (1997),0.5594044
149,294,Liar Liar (1997),0.49991062
149,332,Kiss the Girls (1997),0.47229207
149,289,Evita (1996),0.46803927
149,748,"Saint, The (1997)",0.4635306
149,347,Wag the Dog (1997),0.44096664
149,270,Gattaca (1997),0.4370919
149,315,Apt Pupil (1998),0.41950274
150,294,Liar Liar (1997),0.54483306
150,258,Contact (1997),0.47195068
150,300,Air Force One (1997),0.44583115
150,286,"English Patient, The (1996)",0.41413453
150,237,Jerry Maguire (1996),0.40389583
150,117,"Rock, The (1996)",0.3899366
150,7,Twelve Monkeys (1995),0.3876187
150,257,Men in Black (1997),0.32434818
150,15,Mr. Holland's Opus (1995),0.31683007
150,222,Star Trek: First Contact (1996),0.3098731
151,182,GoodFellas (1990),0.8998148
151,187,"Godfather: Part II, The (1974)",0.86223215
151,179,"Clockwork Orange, A (1971)",0.86174905
151,22,Braveheart (1995),0.8204427
151,205,Patton (1970),0.8083526
151,180,Apocalypse Now (1979),0.79971766
151,479,Vertigo (1958),0.7965999
151,96,Terminator 2: Judgment Day (1991),0.7935768
151,23,Taxi Driver (1976),0.7927965
151,527,Gandhi (1982),0.7845412
152,50,Star Wars (1977),0.7725777
152,181,Return of the Jedi (1983),0.7215175
152,174,Raiders of the Lost Ark (1981),0.7162331
152,1,Toy Story (1995),0.63203865
152,56,Pulp Fiction (1994),0.6215282
152,172,"Empire Strikes Back, The (1980)",0.6130335
152,210,Indiana Jones and the Last Crusade (1989),0.6067137
152,79,"Fugitive, The (1993)",0.55495805
152,405,Mission: Impossible (1996),0.5305569
152,100,Fargo (1996),0.5202995
153,1,Toy Story (1995),0.41170543
153,100,Fargo (1996),0.3537882
153,121,Independence Day (ID4) (1996),0.24988689
153,98,"Silence of the Lambs, The (1991)",0.22772565
153,222,Star Trek: First Contact (1996),0.22702911
153,286,"English Patient, The (1996)",0.21259436
153,300,Air Force One (1997),0.19806348
153,210,Indiana Jones and the Last Crusade (1989),0.18999824
153,237,Jerry Maguire (1996),0.18766576
153,7,Twelve Monkeys (1995),0.18471882
154,181,Return of the Jedi (1983),0.32731643
154,56,Pulp Fiction (1994),0.2939164
154,100,Fargo (1996),0.2923104
154,127,"Godfather, The (1972)",0.2789132
154,98,"Silence of the Lambs, The (1991)",0.27025032
154,194,"Sting, The (1973)",0.26735145
154,173,"Princess Bride, The (1987)",0.2516234
154,168,Monty Python and the Holy Grail (1974),0.2505094
154,1,Toy Story (1995),0.23945074
154,603,Rear Window (1954),0.23570026
155,258,Contact (1997),0.54687667
155,269,"Full Monty, The (1997)",0.44187033
155,302,L.A. Confidential (1997),0.41005912
155,313,Titanic (1997),0.38235015
155,301,In & Out (1997),0.3316659
155,289,Evita (1996),0.3215562
155,340,Boogie Nights (1997),0.28160527
155,333,"Game, The (1997)",0.28025782
155,690,Seven Years in Tibet (1997),0.27943793
155,268,Chasing Amy (1997),0.25020742
156,50,Star Wars (1977),0.38572326
156,174,Raiders of the Lost Ark (1981),0.271826
156,56,Pulp Fiction (1994),0.25130185
156,194,"Sting, The (1973)",0.24861105
156,181,Return of the Jedi (1983),0.2347588
156,603,Rear Window (1954),0.22690709
156,168,Monty Python and the Holy Grail (1974),0.22626
156,127,"Godfather, The (1972)",0.2255304
156,286,"English Patient, The (1996)",0.22315422
156,173,"Princess Bride, The (1987)",0.22251251
157,121,Independence Day (ID4) (1996),0.69878227
157,294,Liar Liar (1997),0.6866001
157,181,Return of the Jedi (1983),0.67512494
157,237,Jerry Maguire (1996),0.6056941
157,288,Scream (1996),0.57901686
157,7,Twelve Monkeys (1995),0.5749326
157,300,Air Force One (1997),0.57291967
157,257,Men in Black (1997),0.54226625
157,15,Mr. Holland's Opus (1995),0.5098976
157,222,Star Trek: First Contact (1996),0.4689881
158,405,Mission: Impossible (1996),0.8385781
158,69,Forrest Gump (1994),0.80650854
158,98,"Silence of the Lambs, The (1991)",0.799824
158,423,E.T. the Extra-Terrestrial (1982),0.7965118
158,237,Jerry Maguire (1996),0.6948655
158,28,Apollo 13 (1995),0.6922157
158,97,Dances with Wolves (1990),0.6819734
158,151,Willy Wonka and the Chocolate Factory (1971),0.6453378
158,95,Aladdin (1992),0.64406854
158,234,Jaws (1975),0.63270223
159,1,Toy Story (1995),0.9347898
159,300,Air Force One (1997),0.8885114
159,257,Men in Black (1997),0.87635285
159,181,Return of the Jedi (1983),0.8758524
159,282,"Time to Kill, A (1996)",0.8614404
159,50,Star Wars (1977),0.85784006
159,100,Fargo (1996),0.8553524
159,147,"Long Kiss Goodnight, The (1996)",0.80257696
159,222,Star Trek: First Contact (1996),0.7147484
159,1047,Multiplicity (1996),0.6792891
160,121,Independence Day (ID4) (1996),0.7706558
160,181,Return of the Jedi (1983),0.69253415
160,546,Broken Arrow (1996),0.56367385
160,222,Star Trek: First Contact (1996),0.5326058
160,111,"Truth About Cats & Dogs, The (1996)",0.5269595
160,98,"Silence of the Lambs, The (1991)",0.52474743
160,258,Contact (1997),0.49514785
160,172,"Empire Strikes Back, The (1980)",0.49508107
160,294,Liar Liar (1997),0.4783221
160,257,Men in Black (1997),0.47300056
161,1,Toy Story (1995),0.6579585
161,172,"Empire Strikes Back, The (1980)",0.49328563
161,121,Independence Day (ID4) (1996),0.45774844
161,79,"Fugitive, The (1993)",0.4471984
161,173,"Princess Bride, The (1987)",0.3994643
161,183,Alien (1979),0.3798452
161,222,Star Trek: First Contact (1996),0.36864868
161,64,"Shawshank Redemption, The (1994)",0.3568873
161,294,Liar Liar (1997),0.317673
161,195,"Terminator, The (1984)",0.30985978
162,100,Fargo (1996),0.5689341
162,127,"Godfather, The (1972)",0.47098857
162,405,Mission: Impossible (1996),0.42994812
162,257,Men in Black (1997),0.40523338
162,15,Mr. Holland's Opus (1995),0.38898313
162,258,Contact (1997),0.3758301
162,118,Twister (1996),0.3612192
162,98,"Silence of the Lambs, The (1991)",0.34325337
162,56,Pulp Fiction (1994),0.32909682
162,300,Air Force One (1997),0.31765276
163,294,Liar Liar (1997),0.30261415
163,50,Star Wars (1977),0.23993666
163,100,Fargo (1996),0.22139363
163,127,"Godfather, The (1972)",0.16814794
163,313,Titanic (1997),0.16070594
163,181,Return of the Jedi (1983),0.15503076
163,302,L.A. Confidential (1997),0.15112412
163,1,Toy Story (1995),0.14202842
163,748,"Saint, The (1997)",0.13231568
163,323,Dante's Peak (1997),0.12633845
164,294,Liar Liar (1997),0.8579763
164,1,Toy Story (1995),0.8368249
164,288,Scream (1996),0.78220665
164,50,Star Wars (1977),0.7573851
164,257,Men in Black (1997),0.6917157
164,7,Twelve Monkeys (1995),0.6605843
164,15,Mr. Holland's Opus (1995),0.6391352
164,286,"English Patient, The (1996)",0.5558683
164,546,Broken Arrow (1996),0.5492903
164,25,"Birdcage, The (1996)",0.5444369
165,50,Star Wars (1977),0.53580844
165,1,Toy Story (1995),0.32235622
165,100,Fargo (1996),0.31809422
165,294,Liar Liar (1997),0.28089982
165,286,"English Patient, The (1996)",0.23999362
165,300,Air Force One (1997),0.2023469
165,121,Independence Day (ID4) (1996),0.18823987
165,7,Twelve Monkeys (1995),0.16316271
165,237,Jerry Maguire (1996),0.16014682
165,98,"Silence of the Lambs, The (1991)",0.14898267
166,269,"Full Monty, The (1997)",0.3971808
166,302,L.A. Confidential (1997),0.35617653
166,301,In & Out (1997),0.28152642
166,289,Evita (1996),0.2783209
166,340,Boogie Nights (1997),0.24463399
166,333,"Game, The (1997)",0.23664412
166,326,G.I. Jane (1997),0.23396601
166,245,"Devil's Own, The (1997)",0.23308039
166,268,Chasing Amy (1997),0.22683126
166,327,Cop Land (1997),0.22300278
167,174,Raiders of the Lost Ark (1981),0.3125071
167,194,"Sting, The (1973)",0.30685848
167,514,Annie Hall (1977),0.30314425
167,168,Monty Python and the Holy Grail (1974),0.30103105
167,173,"Princess Bride, The (1987)",0.3001822
167,185,Psycho (1960),0.29991457
167,427,To Kill a Mockingbird (1962),0.29696053
167,50,Star Wars (1977),0.29622015
167,56,Pulp Fiction (1994),0.29373962
167,175,Brazil (1985),0.28030884
168,50,Star Wars (1977),0.9748618
168,237,Jerry Maguire (1996),0.9286825
168,471,Courage Under Fire (1996),0.89706075
168,111,"Truth About Cats & Dogs, The (1996)",0.8079602
168,298,Face/Off (1997),0.79275984
168,147,"Long Kiss Goodnight, The (1996)",0.78372186
168,127,"Godfather, The (1972)",0.73465776
168,293,Donnie Brasco (1997),0.7096331
168,250,"Fifth Element, The (1997)",0.7001105
168,328,Conspiracy Theory (1997),0.6232824
169,1,Toy Story (1995),0.25454465
169,100,Fargo (1996),0.25442204
169,294,Liar Liar (1997),0.20448771
169,286,"English Patient, The (1996)",0.18725671
169,56,Pulp Fiction (1994),0.16707423
169,194,"Sting, The (1973)",0.16170391
169,98,"Silence of the Lambs, The (1991)",0.16164632
169,222,Star Trek: First Contact (1996),0.13538818
169,173,"Princess Bride, The (1987)",0.13307653
169,64,"Shawshank Redemption, The (1994)",0.129052
170,286,"English Patient, The (1996)",0.58489245
170,302,L.A. Confidential (1997),0.44535363
170,269,"Full Monty, The (1997)",0.43982348
170,313,Titanic (1997),0.40647632
170,301,In & Out (1997),0.36372736
170,748,"Saint, The (1997)",0.31988788
170,268,Chasing Amy (1997),0.3193612
170,289,Evita (1996),0.31670228
170,340,Boogie Nights (1997),0.3075849
170,690,Seven Years in Tibet (1997),0.29992005
171,300,Air Force One (1997),0.6382643
171,328,Conspiracy Theory (1997),0.51401925
171,301,In & Out (1997),0.49001724
171,294,Liar Liar (1997),0.4493423
171,307,"Devil's Advocate, The (1997)",0.42510012
171,333,"Game, The (1997)",0.39194483
171,289,Evita (1996),0.37800264
171,748,"Saint, The (1997)",0.36839065
171,323,Dante's Peak (1997),0.35816333
171,332,Kiss the Girls (1997),0.32294017
172,286,"English Patient, The (1996)",0.33409217
172,86,"Remains of the Day, The (1993)",0.25801286
172,185,Psycho (1960),0.24855806
172,513,"Third Man, The (1949)",0.24183196
172,269,"Full Monty, The (1997)",0.23940124
172,170,Cinema Paradiso (1988),0.23563199
172,134,Citizen Kane (1941),0.22647288
172,427,To Kill a Mockingbird (1962),0.22550802
172,855,Diva (1981),0.22501978
172,194,"Sting, The (1973)",0.22374447
173,288,Scream (1996),0.80381495
173,307,"Devil's Advocate, The (1997)",0.67905307
173,313,Titanic (1997),0.6323021
173,272,Good Will Hunting (1997),0.61008143
173,333,"Game, The (1997)",0.6078852
173,310,"Rainmaker, The (1997)",0.5672043
173,748,"Saint, The (1997)",0.54349566
173,340,Boogie Nights (1997),0.5290413
173,270,Gattaca (1997),0.48761854
173,346,Jackie Brown (1997),0.4745606
174,121,Independence Day (ID4) (1996),0.70499134
174,405,Mission: Impossible (1996),0.63702196
174,174,Raiders of the Lost Ark (1981),0.60242593
174,181,Return of the Jedi (1983),0.581171
174,172,"Empire Strikes Back, The (1980)",0.5458448
174,7,Twelve Monkeys (1995),0.5435943
174,79,"Fugitive, The (1993)",0.5105497
174,96,Terminator 2: Judgment Day (1991),0.50622636
174,222,Star Trek: First Contact (1996),0.48972586
174,127,"Godfather, The (1972)",0.48857448
175,174,Raiders of the Lost Ark (1981),0.48523968
175,181,Return of the Jedi (1983),0.42827109
175,168,Monty Python and the Holy Grail (1974),0.34879187
175,210,Indiana Jones and the Last Crusade (1989),0.33686575
175,173,"Princess Bride, The (1987)",0.33348578
175,204,Back to the Future (1985),0.30991262
175,1,Toy Story (1995),0.29776338
175,194,"Sting, The (1973)",0.29095235
175,79,"Fugitive, The (1993)",0.2681933
175,318,Schindler's List (1993),0.2530762
176,300,Air Force One (1997),0.7975477
176,748,"Saint, The (1997)",0.6971857
176,333,"Game, The (1997)",0.6889988
176,245,"Devil's Own, The (1997)",0.64476967
176,307,"Devil's Advocate, The (1997)",0.6199012
176,323,Dante's Peak (1997),0.61055195
176,302,L.A. Confidential (1997),0.5872736
176,313,Titanic (1997),0.55133134
176,301,In & Out (1997),0.5419335
176,322,Murder at 1600 (1997),0.5203487
177,117,"Rock, The (1996)",0.86231154
177,405,Mission: Impossible (1996),0.80790675
177,237,Jerry Maguire (1996),0.72093046
177,257,Men in Black (1997),0.6904017
177,222,Star Trek: First Contact (1996),0.6855423
177,118,Twister (1996),0.68199587
177,15,Mr. Holland's Opus (1995),0.6610926
177,546,Broken Arrow (1996),0.645534
177,151,Willy Wonka and the Chocolate Factory (1971),0.61194813
177,282,"Time to Kill, A (1996)",0.60819376
178,151,Willy Wonka and the Chocolate Factory (1971),0.9653959
178,252,"Lost World: Jurassic Park, The (1997)",0.92438847
178,411,"Nutty Professor, The (1996)",0.91429865
178,3,Four Rooms (1995),0.8722078
178,550,Die Hard: With a Vengeance (1995),0.86820436
178,291,Absolute Power (1997),0.85629374
178,240,Beavis and Butt-head Do America (1996),0.8545419
178,475,Trainspotting (1996),0.8283972
178,68,"Crow, The (1994)",0.8124524
178,4,Get Shorty (1995),0.81054777
179,286,"English Patient, The (1996)",0.7511276
179,328,Conspiracy Theory (1997),0.6086741
179,327,Cop Land (1997),0.5237073
179,268,Chasing Amy (1997),0.52083296
179,326,G.I. Jane (1997),0.51767725
179,332,Kiss the Girls (1997),0.47379962
179,270,Gattaca (1997),0.45337984
179,294,Liar Liar (1997),0.45165834
179,245,"Devil's Own, The (1997)",0.44837278
179,289,Evita (1996),0.44429404
180,174,Raiders of the Lost Ark (1981),0.45698053
180,50,Star Wars (1977),0.438408
180,168,Monty Python and the Holy Grail (1974),0.37643158
180,172,"Empire Strikes Back, The (1980)",0.32196867
180,210,Indiana Jones and the Last Crusade (1989),0.32004955
180,194,"Sting, The (1973)",0.29686114
180,185,Psycho (1960),0.27666485
180,127,"Godfather, The (1972)",0.27520233
180,427,To Kill a Mockingbird (1962),0.2746855
180,435,Butch Cassidy and the Sundance Kid (1969),0.26973
181,1082,Female Perversions (1996),0.98675865
181,1514,Dream With the Fishes (1997),0.9862839
181,1143,Hard Eight (1996),0.98595154
181,347,Wag the Dog (1997),0.9783788
181,346,Jackie Brown (1997),0.9782185
181,310,"Rainmaker, The (1997)",0.9737328
181,312,Midnight in the Garden of Good and Evil (1997),0.97230333
181,293,Donnie Brasco (1997),0.96897817
181,1142,When We Were Kings (1996),0.9674901
181,1226,Night Falls on Manhattan (1997),0.9646685
182,127,"Godfather, The (1972)",0.38904822
182,294,Liar Liar (1997),0.38176852
182,258,Contact (1997),0.32337487
182,7,Twelve Monkeys (1995),0.30387294
182,117,"Rock, The (1996)",0.30251938
182,174,Raiders of the Lost Ark (1981),0.27060276
182,300,Air Force One (1997),0.26565433
182,98,"Silence of the Lambs, The (1991)",0.2603969
182,56,Pulp Fiction (1994),0.24971946
182,286,"English Patient, The (1996)",0.24878411
183,174,Raiders of the Lost Ark (1981),0.63879883
183,1,Toy Story (1995),0.51145816
183,56,Pulp Fiction (1994),0.5007645
183,172,"Empire Strikes Back, The (1980)",0.47473052
183,98,"Silence of the Lambs, The (1991)",0.47454506
183,168,Monty Python and the Holy Grail (1974),0.43695554
183,173,"Princess Bride, The (1987)",0.41863534
183,204,Back to the Future (1985),0.41112098
183,79,"Fugitive, The (1993)",0.4098168
183,127,"Godfather, The (1972)",0.39481592
184,204,Back to the Future (1985),0.85043335
184,28,Apollo 13 (1995),0.76265454
184,12,"Usual Suspects, The (1995)",0.74488527
184,186,"Blues Brothers, The (1980)",0.7214289
184,603,Rear Window (1954),0.7205591
184,4,Get Shorty (1995),0.7109916
184,135,2001: A Space Odyssey (1968),0.7109689
184,96,Terminator 2: Judgment Day (1991),0.70369816
184,179,"Clockwork Orange, A (1971)",0.689118
184,234,Jaws (1975),0.6849149
185,1,Toy Story (1995),0.5061108
185,100,Fargo (1996),0.46068007
185,174,Raiders of the Lost Ark (1981),0.3725742
185,121,Independence Day (ID4) (1996),0.34391835
185,98,"Silence of the Lambs, The (1991)",0.32615834
185,56,Pulp Fiction (1994),0.32174313
185,294,Liar Liar (1997),0.31516397
185,222,Star Trek: First Contact (1996),0.292528
185,172,"Empire Strikes Back, The (1980)",0.27460685
185,210,Indiana Jones and the Last Crusade (1989),0.27411243
186,1,Toy Story (1995),0.5335548
186,7,Twelve Monkeys (1995),0.51246816
186,50,Star Wars (1977),0.4985258
186,181,Return of the Jedi (1983),0.4797887
186,125,Phenomenon (1996),0.4392931
186,127,"Godfather, The (1972)",0.4307504
186,286,"English Patient, The (1996)",0.42462912
186,276,Leaving Las Vegas (1995),0.42203698
186,111,"Truth About Cats & Dogs, The (1996)",0.417852
186,222,Star Trek: First Contact (1996),0.41743597
187,174,Raiders of the Lost Ark (1981),0.3874841
187,50,Star Wars (1977),0.38624784
187,56,Pulp Fiction (1994),0.34225962
187,603,Rear Window (1954),0.34000733
187,194,"Sting, The (1973)",0.33399135
187,185,Psycho (1960),0.30964884
187,514,Annie Hall (1977),0.30427608
187,483,Casablanca (1942),0.2924693
187,98,"Silence of the Lambs, The (1991)",0.28425822
187,286,"English Patient, The (1996)",0.2663128
188,172,"Empire Strikes Back, The (1980)",0.74663204
188,1,Toy Story (1995),0.66779274
188,168,Monty Python and the Holy Grail (1974),0.66600007
188,423,E.T. the Extra-Terrestrial (1982),0.65562016
188,183,Alien (1979),0.62749237
188,82,Jurassic Park (1993),0.5319591
188,89,Blade Runner (1982),0.5254768
188,228,Star Trek: The Wrath of Khan (1982),0.5129897
188,186,"Blues Brothers, The (1980)",0.5011102
188,132,"Wizard of Oz, The (1939)",0.49527848
189,69,Forrest Gump (1994),0.63394576
189,98,"Silence of the Lambs, The (1991)",0.5778527
189,182,GoodFellas (1990),0.5715072
189,168,Monty Python and the Holy Grail (1974),0.5711265
189,357,One Flew Over the Cuckoo's Nest (1975),0.5662693
189,187,"Godfather: Part II, The (1974)",0.5354682
189,211,M*A*S*H (1970),0.53325415
189,210,Indiana Jones and the Last Crusade (1989),0.5277866
189,427,To Kill a Mockingbird (1962),0.52067715
189,86,"Remains of the Day, The (1993)",0.51963663
190,323,Dante's Peak (1997),0.7164948
190,1,Toy Story (1995),0.71111673
190,286,"English Patient, The (1996)",0.6558648
190,181,Return of the Jedi (1983),0.600367
190,289,Evita (1996),0.5921233
190,50,Star Wars (1977),0.58924884
190,257,Men in Black (1997),0.58287877
190,678,Volcano (1997),0.53707874
190,307,"Devil's Advocate, The (1997)",0.5316797
190,322,Murder at 1600 (1997),0.52176756
191,258,Contact (1997),0.5111576
191,294,Liar Liar (1997),0.42243794
191,289,Evita (1996),0.31600106
191,327,Cop Land (1997),0.3135366
191,268,Chasing Amy (1997),0.31090248
191,748,"Saint, The (1997)",0.30824357
191,690,Seven Years in Tibet (1997),0.30720875
191,326,G.I. Jane (1997),0.30656004
191,333,"Game, The (1997)",0.30545232
191,323,Dante's Peak (1997),0.30226636
192,294,Liar Liar (1997),0.508627
192,1,Toy Story (1995),0.4783029
192,288,Scream (1996),0.44267875
192,300,Air Force One (1997),0.43180642
192,286,"English Patient, The (1996)",0.42541704
192,181,Return of the Jedi (1983),0.41996157
192,237,Jerry Maguire (1996),0.37794238
192,117,"Rock, The (1996)",0.35972145
192,748,"Saint, The (1997)",0.3058052
192,15,Mr. Holland's Opus (1995),0.29833776
193,50,Star Wars (1977),0.8802831
193,181,Return of the Jedi (1983),0.8732244
193,118,Twister (1996),0.7397996
193,257,Men in Black (1997),0.71445817
193,546,Broken Arrow (1996),0.71065855
193,7,Twelve Monkeys (1995),0.6864967
193,222,Star Trek: First Contact (1996),0.68295896
193,15,Mr. Holland's Opus (1995),0.6678415
193,597,Eraser (1996),0.6632151
193,151,Willy Wonka and the Chocolate Factory (1971),0.6317247
194,96,Terminator 2: Judgment Day (1991),0.9468295
194,176,Aliens (1986),0.94067556
194,11,Seven (Se7en) (1995),0.8311112
194,141,"20,000 Leagues Under the Sea (1954)",0.80838716
194,684,In the Line of Fire (1993),0.8069346
194,80,Hot Shots! Part Deux (1993),0.8046846
194,68,"Crow, The (1994)",0.79077655
194,231,Batman Returns (1992),0.7708704
194,416,Old Yeller (1957),0.75598
194,63,"Santa Clause, The (1994)",0.7481028
195,286,"English Patient, The (1996)",0.3632902
195,288,Scream (1996),0.32316643
195,50,Star Wars (1977),0.3113913
195,56,Pulp Fiction (1994),0.30417886
195,98,"Silence of the Lambs, The (1991)",0.28448784
195,294,Liar Liar (1997),0.28030762
195,12,"Usual Suspects, The (1995)",0.2735975
195,185,Psycho (1960),0.2677248
195,174,Raiders of the Lost Ark (1981),0.2672644
195,7,Twelve Monkeys (1995),0.26569042
196,50,Star Wars (1977),0.25465906
196,100,Fargo (1996),0.2467625
196,127,"Godfather, The (1972)",0.22746448
196,258,Contact (1997),0.21443088
196,288,Scream (1996),0.20234774
196,294,Liar Liar (1997),0.20105392
196,300,Air Force One (1997),0.17430696
196,181,Return of the Jedi (1983),0.16954225
196,313,Titanic (1997),0.16919808
196,56,Pulp Fiction (1994),0.16741481
197,1,Toy Story (1995),0.8398223
197,121,Independence Day (ID4) (1996),0.8233833
197,117,"Rock, The (1996)",0.71806693
197,405,Mission: Impossible (1996),0.7115226
197,98,"Silence of the Lambs, The (1991)",0.67242175
197,100,Fargo (1996),0.644599
197,222,Star Trek: First Contact (1996),0.6348494
197,118,Twister (1996),0.62751216
197,69,Forrest Gump (1994),0.6092438
197,257,Men in Black (1997),0.6041117
198,22,Braveheart (1995),0.79213005
198,144,Die Hard (1988),0.7715409
198,28,Apollo 13 (1995),0.76311255
198,202,Groundhog Day (1993),0.74459815
198,546,Broken Arrow (1996),0.7254945
198,88,Sleepless in Seattle (1993),0.6535459
198,12,"Usual Suspects, The (1995)",0.6383523
198,393,Mrs. Doubtfire (1993),0.6380993
198,111,"Truth About Cats & Dogs, The (1996)",0.6370142
198,257,Men in Black (1997),0.63067365
199,300,Air Force One (1997),0.7758303
199,288,Scream (1996),0.7373786
199,748,"Saint, The (1997)",0.6258203
199,328,Conspiracy Theory (1997),0.6206752
199,245,"Devil's Own, The (1997)",0.4957198
199,289,Evita (1996),0.48925695
199,333,"Game, The (1997)",0.4787057
199,302,L.A. Confidential (1997),0.43686804
199,301,In & Out (1997),0.41018933
199,307,"Devil's Advocate, The (1997)",0.3908992
200,181,Return of the Jedi (1983),0.97759867
200,144,Die Hard (1988),0.93116295
200,168,Monty Python and the Holy Grail (1974),0.920395
200,216,When Harry Met Sally... (1989),0.86388594
200,97,Dances with Wolves (1990),0.861523
200,550,Die Hard: With a Vengeance (1995),0.8555593
200,257,Men in Black (1997),0.83757436
200,31,Crimson Tide (1995),0.8375413
200,73,Maverick (1994),0.83246833
200,237,Jerry Maguire (1996),0.81515473
201,111,"Truth About Cats & Dogs, The (1996)",0.91775084
201,13,Mighty Aphrodite (1995),0.89715976
201,433,Heathers (1989),0.86677843
201,44,Dolores Claiborne (1994),0.8497421
201,367,Clueless (1995),0.83488667
201,143,"Sound of Music, The (1965)",0.8122332
201,305,"Ice Storm, The (1997)",0.7901875
201,382,"Adventures of Priscilla, Queen of the Desert, The (1994)",0.7892584
201,248,Grosse Pointe Blank (1997),0.78011936
201,762,Beautiful Girls (1996),0.77295095
202,50,Star Wars (1977),0.41650346
202,181,Return of the Jedi (1983),0.25437185
202,100,Fargo (1996),0.23229039
202,127,"Godfather, The (1972)",0.21815987
202,294,Liar Liar (1997),0.19263655
202,56,Pulp Fiction (1994),0.14356686
202,174,Raiders of the Lost Ark (1981),0.14006272
202,300,Air Force One (1997),0.13871144
202,98,"Silence of the Lambs, The (1991)",0.13704945
202,194,"Sting, The (1973)",0.13282473
203,300,Air Force One (1997),0.7151474
203,121,Independence Day (ID4) (1996),0.67882884
203,15,Mr. Holland's Opus (1995),0.54395103
203,286,"English Patient, The (1996)",0.50362474
203,328,Conspiracy Theory (1997),0.46170574
203,405,Mission: Impossible (1996),0.44946355
203,127,"Godfather, The (1972)",0.4364124
203,25,"Birdcage, The (1996)",0.43378314
